,0
0,107.0
1,1358.0
2,1358.0
3,1348.1423220973784
4,1358.0
5,1358.0
6,1358.0
7,1358.0
8,1358.0
9,1358.0
10,1349.1780821917807
11,1358.0
12,1358.0
13,1358.0
14,1358.0
15,1358.0
16,1358.0
17,1358.0
18,1358.0
19,1358.0
20,1343.9251336898396
21,1358.0
22,1358.0
23,1358.0
24,1358.0
25,1358.0
26,1358.0
27,1358.0
28,1358.0
29,1358.0
