,0
0,0.0
1,0.0
2,123.00932498260264
3,0.0
4,123.26558992321874
5,0.0
6,43.3807531380753
7,123.26558992321876
8,0.0
9,298.94743596324645
10,211.59996894436733
11,0.0
12,123.2655899232187
13,0.0
14,123.26558992321873
15,43.3807531380753
16,0.0
17,123.26558992321873
18,43.3807531380753
19,299.5599168406311
20,0.0
21,123.26558992321873
22,0.0
23,123.26558992321873
24,0.0
25,0.0
26,123.26558992321873
27,0.0
28,122.75412335412331
