,0
0,214.0
1,214.0
2,213.28333333333333
3,214.0
4,213.28183716075156
5,214.0
6,213.69874476987448
7,213.28183716075156
8,214.0
9,212.0702479338843
10,212.5435684647303
11,214.0
12,213.28183716075156
13,214.0
14,213.28183716075156
15,213.69874476987448
16,214.0
17,213.28183716075156
18,213.69874476987448
19,212.06625258799173
20,214.0
21,213.28183716075156
22,214.0
23,213.28183716075156
24,214.0
25,214.0
26,213.28183716075156
27,214.0
28,213.2848232848233
